application_id,applicant_gender,applicant_age,annual_income_aud,income_consistency,occupation_class,employment_sector,residence_area,requested_amount_aud,existing_repayments_aud,expense_flag_a,expense_flag_b,dependants_count,credit_rating,prior_default_count,card_status,property_ref,property_age_years,property_category,property_area,has_co_applicant,property_value_aud,marketing_channel,branch_id,application_date,monthly_income_aud,risk_review_flag,enquiry_count_12m,sanctioned_amount_aud
LN-010660,male,38,1701.37,variable,salaried,retail,regional,51179.51,287.29,no,no,2.0,759.18,0,none_held,856,1701.37,cat_b,inner_metro,1,75863.17,referral,BR122,22/07/2023,,0,0,38384.63
LN-010661,female,18,2391.62,variable,salaried,,outer_metro,65927.84,510.94,no,no,1.0,632.16,0,dormant,957,2391.62,cat_b,regional,0,84916.41,broker,BR050,15/05/2024,191.03,1,3,0.0
LN-010662,male,42,6266.34,variable,salaried,finance,outer_metro,263830.91,,no,no,1.0,793.51,0,current,425,6266.34,cat_b,outer_metro,1,368295.05,online,BR102,13/04/2023,539.65,1,8,184681.63
LN-010666,male,65,4324.52,steady,retiree,,outer_metro,15254.11,106.31,no,yes,2.0,,0,none_held,917,4324.52,cat_d,inner_metro,-999,22805.85,outbound_call,BR140,22/05/2023,351.09,1,1,10677.87
LN-010668,male,18,3331.57,variable,salaried,administration,regional,255159.6,694.37,no,yes,2.0,691.17,0,current,562,,cat_c,outer_metro,1,374624.65,online,BR156,12/12/2023,,1,11,165853.75
LN-010670,female,31,3134.98,variable,salaried,labouring,outer_metro,102534.28,617.86,yes,no,1.0,619.18,0,current,601,,cat_c,inner_metro,1,152551.51,online,BR064,05/11/2024,,1,5,0.0
LN-010675,female,25,2405.01,variable,commercial_partner,technical,outer_metro,160457.47,708.23,no,yes,2.0,679.18,0,none_held,404,,cat_b,inner_metro,1,289742.31,broker,BR109,19/03/2023,194.61,0,8,104297.36
LN-010676,female,58,7100.63,variable,salaried,finance,outer_metro,168854.26,1470.04,yes,no,2.0,724.83,0,none_held,517,7100.63,cat_d,outer_metro,1,261339.78,broker,BR032,08/10/2024,569.39,0,4,118197.98
LN-010677,female,27,,variable,public_sector,transport,regional,119357.36,647.48,yes,no,2.0,,0,dormant,915,,cat_b,regional,1,185898.37,online,BR034,14/01/2024,,1,7,0.0
LN-010678,female,65,2437.17,steady,retiree,,outer_metro,61565.18,330.35,yes,no,2.0,756.94,1,current,729,2437.17,cat_a,outer_metro,1,72506.19,outbound_call,BR091,19/10/2024,199.75,0,1,49252.15
LN-010680,female,18,3104.8,variable,public_sector,healthcare,outer_metro,74110.38,359.88,no,no,3.0,747.62,0,dormant,40,3104.8,cat_b,inner_metro,1,100095.0,branch_walkin,BR072,25/02/2023,,0,3,51877.26
LN-010681,male,64,4690.19,steady,retiree,,outer_metro,55337.31,389.76,yes,yes,1.0,,0,dormant,754,4690.19,cat_d,outer_metro,0,92540.1,broker,BR044,01/03/2024,399.59,1,1,38736.11
LN-010682,male,21,,variable,public_sector,healthcare,outer_metro,285521.7,933.86,yes,yes,2.0,723.17,0,current,336,6231.76,cat_a,outer_metro,1,335362.03,branch_walkin,BR174,15/12/2023,,0,4,0.0
LN-010684,male,48,4250.49,variable,commercial_partner,transport,outer_metro,126015.19,817.33,yes,no,2.0,606.86,1,dormant,885,4250.49,cat_b,outer_metro,1,,broker,BR100,08/05/2024,333.64,1,1,0.0
LN-010686,female,41,4925.19,,commercial_partner,,regional,108297.76,769.9,yes,yes,3.0,643.77,0,current,579,4925.19,cat_b,outer_metro,1,123426.36,broker,BR088,01/05/2023,,0,5,0.0
LN-010687,female,55,4057.36,variable,commercial_partner,labouring,inner_metro,186150.69,936.28,yes,yes,3.0,812.02,1,dormant,403,4057.36,cat_c,outer_metro,1,284855.71,branch_walkin,BR099,15/06/2023,360.57,0,12,130305.48
LN-010688,female,27,,variable,salaried,labouring,outer_metro,87508.47,976.52,no,no,3.0,703.83,0,dormant,398,,cat_a,inner_metro,1,157998.01,broker,BR102,17/12/2023,,1,3,56880.5
LN-010689,male,24,5244.56,variable,public_sector,management,outer_metro,218988.96,,yes,no,3.0,657.44,0,unknown,872,5244.56,cat_d,outer_metro,1,344297.13,branch_walkin,BR102,21/12/2023,425.99,1,2,153292.27
LN-010691,female,32,3686.8,variable,salaried,retail,outer_metro,64161.3,311.1,no,yes,3.0,758.22,1,dormant,413,3686.8,cat_b,inner_metro,1,72097.3,online,BR112,06/10/2023,312.91,0,6,44912.91
LN-010692,female,49,3570.58,variable,commercial_partner,retail,outer_metro,280325.37,826.17,no,no,2.0,731.61,0,current,509,3570.58,cat_b,regional,1,456429.93,branch_walkin,BR147,10/10/2024,304.88,0,1,0.0
LN-010693,male,65,9270.92,steady,retiree,,inner_metro,138821.92,623.84,no,yes,2.0,794.73,0,none_held,678,9270.92,cat_a,outer_metro,1,155258.15,online,BR191,13/04/2023,784.23,1,11,111057.53
LN-010694,male,19,3458.2,variable,salaried,finance,outer_metro,406392.05,1126.35,no,no,2.0,789.72,0,unknown,187,,cat_d,inner_metro,1,567136.07,online,BR174,25/01/2023,279.43,1,3,304794.05
LN-010698,female,44,2311.9,variable,public_sector,management,regional,98477.36,518.38,no,no,1.0,743.94,1,none_held,238,2311.9,cat_b,outer_metro,1,,referral,BR156,07/07/2023,190.58,1,5,68934.16
LN-010700,male,58,3051.98,variable,salaried,administration,outer_metro,74657.41,610.31,no,yes,2.0,831.18,0,current,584,3051.98,cat_a,outer_metro,1,108068.06,referral,BR004,10/04/2024,250.66,0,4,0.0
LN-010701,male,38,,variable,salaried,hospitality,outer_metro,43357.42,202.83,no,yes,1.0,714.64,0,current,777,2721.78,cat_a,outer_metro,1,52036.63,online,BR169,29/12/2024,218.96,0,2,28182.32
LN-010702,female,45,3201.48,variable,salaried,technical,outer_metro,144374.94,,yes,yes,2.0,877.12,0,dormant,768,,cat_b,outer_metro,1,242945.22,branch_walkin,BR000,16/03/2024,260.14,0,1,101062.45
LN-010706,male,29,2635.57,variable,salaried,retail,regional,68372.93,529.77,no,yes,2.0,606.63,0,current,82,2635.57,cat_b,inner_metro,1,111761.99,online,BR048,24/01/2023,217.13,1,4,0.0
LN-010708,male,18,13701.22,variable,commercial_partner,,inner_metro,193759.73,651.6,no,yes,2.0,,0,none_held,73,,cat_b,outer_metro,1,248995.21,online,BR183,04/08/2024,999.58,0,1,145319.8
LN-010709,female,47,2064.41,variable,commercial_partner,retail,outer_metro,170422.67,,yes,yes,4.0,712.08,0,dormant,789,2064.41,cat_d,regional,1,267692.86,outbound_call,BR031,11/04/2023,171.79,1,2,119295.87
LN-010711,female,36,,variable,salaried,labouring,regional,61082.66,,no,no,2.0,614.35,0,current,997,2537.21,cat_c,outer_metro,1,114817.1,outbound_call,BR135,08/10/2023,219.63,0,7,0.0
LN-010713,male,46,4759.97,variable,salaried,,inner_metro,265409.57,840.97,no,yes,3.0,771.2,0,current,894,4759.97,cat_d,outer_metro,1,309070.2,broker,BR128,28/03/2024,397.39,0,5,0.0
LN-010714,male,52,,variable,commercial_partner,administration,regional,158812.36,780.22,no,no,1.0,,1,dormant,99,,cat_a,inner_metro,1,229263.03,broker,BR109,17/11/2023,,1,2,119109.27
LN-010715,male,29,2518.55,variable,public_sector,administration,outer_metro,55433.08,623.86,no,no,4.0,667.81,0,dormant,35,2518.55,cat_c,inner_metro,0,85433.49,broker,BR148,14/02/2024,207.7,0,4,0.0
LN-010717,male,53,1962.76,variable,salaried,retail,outer_metro,66230.06,468.7,no,no,1.0,709.07,0,dormant,365,1962.76,cat_c,outer_metro,0,77776.46,referral,BR140,28/07/2023,,0,3,0.0
LN-010718,female,62,2196.78,steady,retiree,,regional,49762.7,179.34,no,yes,1.0,,1,dormant,644,2196.78,cat_c,outer_metro,1,,branch_walkin,BR044,30/07/2023,185.79,0,0,34833.89
LN-010719,female,30,1628.57,variable,salaried,retail,outer_metro,51263.35,,no,no,2.0,714.48,0,dormant,566,,cat_d,inner_metro,1,69904.4,branch_walkin,BR027,28/03/2023,135.46,0,6,35884.34
LN-010720,female,18,,variable,commercial_partner,administration,outer_metro,57166.63,303.06,no,yes,2.0,761.34,0,dormant,828,,cat_c,regional,1,76401.16,branch_walkin,BR121,14/01/2023,,0,3,45733.31
LN-010721,female,44,2950.47,variable,public_sector,administration,outer_metro,72170.5,502.2,no,yes,2.0,638.43,0,current,886,2950.47,cat_d,outer_metro,1,120770.05,broker,BR105,21/05/2024,243.71,0,11,0.0
LN-010723,male,65,3746.47,steady,retiree,,outer_metro,266654.59,904.75,no,yes,2.0,817.24,0,current,441,,cat_d,regional,0,391701.29,referral,BR031,10/06/2023,309.64,1,1,213323.68
LN-010725,male,19,3983.38,variable,salaried,technical,regional,62194.99,518.78,yes,yes,2.0,695.67,0,none_held,613,3983.38,cat_c,inner_metro,1,,broker,BR014,13/06/2023,325.81,1,8,40426.74
LN-010729,female,65,3232.48,,retiree,,outer_metro,118816.4,523.36,no,no,1.0,803.89,0,current,560,3232.48,cat_a,regional,0,191543.22,broker,BR025,17/07/2023,250.41,0,2,83171.48
LN-010731,male,18,1916.34,variable,salaried,administration,outer_metro,106150.28,585.03,no,no,3.0,,0,none_held,237,1916.34,cat_b,outer_metro,1,166268.93,online,BR178,03/05/2023,163.61,1,4,0.0
LN-010733,male,46,,variable,public_sector,administration,regional,192347.82,,no,no,1.0,768.91,0,none_held,177,,cat_b,regional,1,221452.79,outbound_call,BR188,22/09/2023,,0,5,153878.27
LN-010735,female,23,8793.8,variable,salaried,transport,inner_metro,197017.43,,yes,yes,4.0,,0,none_held,705,8793.8,cat_d,inner_metro,1,343236.68,referral,BR049,26/04/2024,736.89,1,5,137912.2
LN-010736,female,21,4704.48,variable,commercial_partner,management,regional,183802.07,542.04,no,yes,1.0,688.24,0,current,935,4704.48,cat_c,regional,1,231890.56,online,BR185,09/02/2024,385.27,0,2,119471.35
LN-010739,male,18,2359.98,variable,salaried,retail,outer_metro,91855.45,654.95,no,no,4.0,696.58,1,current,270,2359.98,cat_b,regional,1,117129.25,branch_walkin,BR026,18/08/2024,207.39,0,11,59706.05
LN-010741,female,18,,variable,salaried,management,outer_metro,112237.25,861.07,no,yes,3.0,,0,dormant,527,,cat_b,outer_metro,0,190906.59,branch_walkin,BR020,17/04/2023,,1,4,0.0
LN-010742,male,58,5771.13,variable,commercial_partner,transport,outer_metro,261558.95,923.58,no,no,3.0,,0,none_held,400,5771.13,cat_a,,1,446929.28,branch_walkin,BR037,23/10/2023,497.24,1,8,196169.21
LN-010744,female,41,2178.35,variable,salaried,technical,outer_metro,78805.69,473.31,no,no,2.0,631.66,0,dormant,352,2178.35,cat_a,regional,0,145931.93,online,BR108,07/05/2024,181.06,1,3,0.0
LN-010745,female,37,,,salaried,labouring,outer_metro,256633.55,,no,yes,2.0,724.31,0,dormant,905,,cat_b,outer_metro,1,444241.78,online,BR098,12/12/2024,,1,3,179643.48
LN-010747,male,18,2706.21,variable,salaried,hospitality,outer_metro,240175.83,,yes,yes,4.0,672.63,0,none_held,996,2706.21,cat_a,inner_metro,1,298097.12,referral,BR012,21/10/2023,225.32,1,1,0.0
LN-010748,male,46,3245.0,variable,salaried,hospitality,outer_metro,124220.58,,no,no,2.0,765.21,0,none_held,222,3245.0,cat_a,regional,1,184814.1,online,BR017,20/05/2023,269.51,0,3,86954.41
LN-010749,male,24,6239.99,variable,salaried,technical,outer_metro,219128.23,967.23,no,no,2.0,729.6,1,current,226,,cat_b,inner_metro,0,406525.57,broker,BR133,02/12/2024,496.35,1,0,0.0
LN-010751,male,18,3523.57,variable,salaried,retail,outer_metro,107243.31,493.1,yes,yes,1.0,704.83,0,dormant,81,3523.57,cat_b,regional,0,179070.59,broker,BR079,25/05/2024,296.48,1,3,0.0
LN-010752,male,65,1174.36,steady,retiree,,outer_metro,37442.17,187.88,no,yes,,827.54,0,dormant,130,1174.36,cat_c,inner_metro,1,63916.05,branch_walkin,BR026,13/09/2024,99.58,0,0,26209.52
LN-010754,male,60,,steady,retiree,,regional,56630.3,263.64,no,yes,2.0,848.1,0,current,123,,cat_b,outer_metro,0,67432.44,broker,BR083,26/08/2023,,1,0,42472.73
LN-010757,male,65,5392.5,steady,retiree,,outer_metro,232620.51,,no,yes,2.0,760.25,0,dormant,715,,cat_d,outer_metro,1,406712.68,branch_walkin,BR086,09/06/2023,458.02,1,1,0.0
LN-010758,female,35,3038.57,variable,salaried,retail,outer_metro,39920.87,,yes,no,2.0,692.57,0,current,870,3038.57,cat_d,outer_metro,1,65969.61,referral,BR052,15/10/2024,248.77,1,3,25948.57
LN-010759,female,64,1584.5,variable,public_sector,administration,regional,117971.32,673.86,no,yes,3.0,649.88,0,none_held,851,1584.5,cat_c,regional,1,213784.42,broker,BR087,25/04/2023,128.08,1,4,0.0
LN-010761,female,46,,variable,salaried,labouring,outer_metro,43742.19,190.08,no,yes,1.0,635.27,1,dormant,156,2113.89,cat_a,regional,1,68794.02,branch_walkin,BR100,11/04/2024,184.98,1,18,0.0
LN-010762,male,56,4686.84,variable,commercial_partner,management,outer_metro,259459.62,937.72,yes,yes,1.0,840.35,0,dormant,958,4686.84,cat_d,outer_metro,1,391178.83,online,BR168,30/07/2023,384.37,0,4,207567.69
LN-010763,female,64,2851.92,variable,commercial_partner,labouring,outer_metro,329828.42,1152.44,no,yes,2.0,851.4,0,current,106,2851.92,cat_c,inner_metro,1,367361.7,branch_walkin,BR032,01/07/2023,231.58,0,7,329828.42
LN-010764,male,60,4868.81,variable,public_sector,,outer_metro,193211.51,988.22,yes,no,1.0,757.39,0,dormant,575,4868.81,cat_d,inner_metro,1,359176.28,broker,BR079,27/05/2023,387.03,0,2,144908.63
LN-010766,female,53,3116.54,variable,commercial_partner,administration,outer_metro,131587.2,399.06,no,yes,2.0,735.11,1,none_held,99,3116.54,cat_a,inner_metro,1,182913.04,online,BR153,15/11/2023,272.13,0,12,85531.68
LN-010770,female,36,,variable,salaried,,regional,121863.19,612.37,no,yes,2.0,718.17,0,current,19,2121.72,cat_c,outer_metro,1,213726.23,referral,BR175,03/07/2024,,1,1,79211.08
LN-010771,male,37,6843.61,variable,commercial_partner,management,regional,196471.6,,yes,no,1.0,746.9,1,none_held,439,6843.61,cat_a,inner_metro,1,361966.68,broker,BR133,25/01/2024,561.15,1,0,127706.55
LN-010772,male,36,,variable,commercial_partner,administration,inner_metro,95691.68,484.36,no,yes,3.0,,1,current,571,,cat_b,inner_metro,1,105720.66,branch_walkin,BR010,17/12/2023,,0,5,62199.59
LN-010773,female,65,,steady,retiree,,outer_metro,206687.01,561.16,yes,yes,2.0,,0,current,436,,cat_a,outer_metro,1,310600.11,broker,BR093,18/11/2024,,1,7,165349.61
LN-010774,male,18,4848.62,variable,salaried,labouring,outer_metro,80827.85,725.97,yes,yes,2.0,629.68,0,none_held,50,4848.62,cat_a,regional,1,107679.58,outbound_call,BR105,12/04/2024,397.94,0,1,0.0
LN-010775,male,24,,variable,salaried,labouring,outer_metro,172444.41,1237.29,no,no,3.0,,0,current,854,,cat_b,regional,1,271707.31,broker,BR147,04/01/2024,,1,1,0.0
LN-010776,male,32,,,public_sector,administration,inner_metro,188747.42,918.86,no,yes,3.0,,0,none_held,170,,cat_d,regional,1,330219.16,online,BR030,09/12/2023,,1,1,132123.19
LN-010778,male,57,,variable,salaried,,regional,58678.44,451.28,no,yes,2.0,679.36,0,dormant,106,,cat_c,inner_metro,1,,broker,BR141,21/08/2023,,0,4,41074.91
LN-010779,female,26,3756.66,variable,salaried,management,outer_metro,310392.26,817.32,no,yes,2.0,741.94,0,dormant,434,3756.66,cat_c,regional,1,382331.51,branch_walkin,BR126,20/07/2023,315.17,1,0,201754.98
LN-010781,male,65,,steady,retiree,,outer_metro,76376.79,330.54,no,yes,2.0,,0,current,179,,cat_a,regional,0,104280.5,broker,BR148,13/03/2023,,1,1,57282.59
LN-010782,female,43,5566.05,variable,salaried,finance,outer_metro,158399.96,598.9,no,no,4.0,769.07,0,dormant,578,,cat_d,regional,0,,online,BR074,29/10/2023,459.27,1,4,0.0
LN-010783,female,64,8342.8,variable,public_sector,administration,outer_metro,54758.29,606.34,no,no,4.0,695.65,0,none_held,102,8342.8,cat_d,outer_metro,1,103206.28,online,BR174,30/10/2023,665.58,1,1,35592.88
LN-010784,female,55,,variable,commercial_partner,labouring,outer_metro,95085.11,528.1,yes,yes,2.0,796.25,0,current,547,,cat_c,inner_metro,1,177914.25,referral,BR091,29/11/2023,,0,4,66559.57
LN-010785,male,18,,variable,salaried,,outer_metro,103125.9,507.36,no,yes,2.0,830.03,1,none_held,117,,cat_c,outer_metro,1,147215.33,referral,BR086,23/09/2023,,0,0,77344.43
LN-010786,male,29,,variable,commercial_partner,hospitality,outer_metro,198502.39,986.08,no,yes,1.0,689.06,0,none_held,693,,cat_a,outer_metro,1,,online,BR131,20/02/2024,210.62,1,2,0.0
LN-010787,male,32,5743.32,variable,public_sector,labouring,regional,203707.2,906.75,yes,yes,4.0,,0,dormant,852,5743.32,cat_a,inner_metro,0,354880.0,online,BR182,17/02/2024,450.26,0,2,0.0
LN-010788,male,18,4406.03,variable,commercial_partner,administration,outer_metro,306659.24,885.86,no,yes,3.0,800.66,0,current,110,,cat_b,outer_metro,1,431652.49,broker,BR137,30/06/2023,357.77,0,8,229994.42
LN-010789,male,61,,variable,commercial_partner,management,outer_metro,192785.54,1004.94,yes,no,2.0,735.32,0,current,542,,cat_d,regional,1,310389.89,referral,BR063,21/12/2024,,1,1,125310.6
LN-010790,male,50,1793.15,variable,salaried,finance,regional,97118.91,,yes,no,2.0,686.95,0,current,531,1793.15,cat_d,outer_metro,1,141774.56,online,BR050,15/04/2024,148.14,0,2,67983.23
LN-010791,female,22,,variable,salaried,,outer_metro,68986.94,508.91,yes,no,4.0,727.86,0,current,563,1564.52,cat_b,regional,-999,101966.25,branch_walkin,BR059,13/10/2023,,1,7,48290.85
LN-010792,male,19,3026.61,variable,commercial_partner,retail,inner_metro,71985.75,410.75,yes,no,2.0,629.17,0,current,979,3026.61,cat_b,outer_metro,1,128257.57,referral,BR094,04/02/2023,235.97,1,2,0.0
LN-010793,female,31,,variable,salaried,finance,outer_metro,293883.1,889.86,yes,no,2.0,755.05,0,current,346,,cat_c,outer_metro,1,477790.71,online,BR014,24/03/2023,,0,2,205718.17
LN-010794,male,61,3084.41,variable,commercial_partner,retail,outer_metro,70015.58,340.47,no,yes,2.0,,0,dormant,841,3084.41,cat_b,regional,1,,broker,BR086,23/06/2023,241.61,0,16,56012.46
LN-010797,female,64,2343.03,variable,salaried,transport,outer_metro,67198.28,,no,no,1.0,,0,none_held,447,2343.03,cat_d,outer_metro,1,120525.61,online,BR185,22/07/2023,198.87,1,6,0.0
LN-010798,female,65,3901.66,steady,retiree,,outer_metro,202630.37,569.97,no,yes,2.0,793.28,0,current,663,3901.66,cat_a,inner_metro,1,364078.06,online,BR153,04/08/2024,322.74,0,4,151972.77
LN-010799,female,61,,steady,retiree,,outer_metro,243600.05,,no,yes,2.0,784.09,0,none_held,276,,cat_d,regional,1,,branch_walkin,BR158,17/02/2024,,0,1,194880.04
LN-010802,female,61,3093.57,variable,salaried,,outer_metro,187792.45,582.34,yes,yes,2.0,672.7,0,current,79,3093.57,cat_b,outer_metro,1,,branch_walkin,BR118,18/10/2023,260.92,1,1,131454.71
LN-010803,male,60,2667.86,variable,salaried,,outer_metro,46914.78,377.36,no,yes,3.0,629.73,0,none_held,4,2667.86,cat_c,outer_metro,1,,broker,BR076,24/11/2023,237.42,1,2,0.0
LN-010804,female,56,2384.8,variable,public_sector,,outer_metro,29189.46,244.2,no,yes,4.0,736.1,0,none_held,770,,cat_d,inner_metro,1,40592.84,broker,BR154,16/05/2024,204.0,0,4,20432.63
LN-010806,male,64,3432.29,steady,retiree,,regional,142255.31,825.95,no,yes,2.0,850.71,0,current,925,3432.29,cat_b,inner_metro,0,239173.79,outbound_call,BR131,27/04/2024,284.31,1,0,113804.26
LN-010807,male,35,10034.89,variable,salaried,retail,outer_metro,250484.05,638.65,yes,yes,4.0,805.77,0,dormant,161,10034.89,cat_b,outer_metro,1,281663.75,online,BR160,21/01/2023,830.16,0,7,200387.24
LN-010809,male,30,4562.29,variable,salaried,retail,outer_metro,191916.89,963.68,no,yes,,825.35,1,none_held,648,4562.29,cat_c,outer_metro,1,218102.95,online,BR074,02/12/2023,379.83,1,8,143937.67
LN-010810,male,40,2468.3,variable,public_sector,administration,outer_metro,39262.85,366.98,no,no,2.0,745.33,0,current,531,2468.3,cat_d,outer_metro,1,68465.2,branch_walkin,BR008,20/10/2024,201.91,1,2,27484.0
LN-010811,male,61,1477.88,variable,salaried,transport,outer_metro,150243.93,655.48,no,yes,2.0,755.78,0,dormant,537,1477.88,cat_b,inner_metro,0,251242.8,referral,BR174,24/02/2024,115.0,1,4,0.0
LN-010812,male,65,1907.24,steady,retiree,,inner_metro,186409.87,564.31,yes,no,2.0,887.92,0,current,365,1907.24,cat_c,outer_metro,1,304761.37,online,BR145,14/08/2023,151.92,0,6,139807.4
LN-010813,male,41,,variable,commercial_partner,labouring,outer_metro,216891.58,898.94,no,yes,2.0,649.04,0,dormant,623,,cat_b,regional,0,266589.24,branch_walkin,BR198,30/03/2024,,1,4,0.0
LN-010814,female,18,,variable,commercial_partner,clerical,outer_metro,124939.9,1106.73,yes,yes,4.0,694.24,1,dormant,734,,cat_c,regional,1,156976.93,referral,BR099,19/10/2024,,0,3,87457.93
LN-010815,female,41,6009.75,variable,salaried,transport,outer_metro,397410.13,1364.82,yes,yes,2.0,715.52,1,current,304,,cat_c,regional,0,617991.18,broker,BR018,18/01/2024,487.73,0,5,0.0
LN-010817,male,65,3075.31,steady,retiree,,outer_metro,129275.91,371.86,no,yes,2.0,,0,none_held,289,3075.31,cat_c,regional,0,150955.4,broker,BR180,09/04/2023,252.31,0,3,84029.34
LN-010818,male,52,5431.25,variable,salaried,administration,outer_metro,337066.19,,no,no,2.0,870.8,0,none_held,581,5431.25,cat_b,regional,1,417978.19,referral,BR103,27/11/2024,,0,9,269652.96
LN-010819,male,50,6173.9,variable,commercial_partner,administration,outer_metro,56549.44,664.55,no,yes,3.0,781.52,0,current,585,6173.9,cat_a,inner_metro,1,90621.57,outbound_call,BR103,14/07/2023,522.81,0,7,45239.56
LN-010821,female,61,2884.32,variable,commercial_partner,transport,outer_metro,59748.44,470.04,yes,yes,2.0,587.94,0,none_held,955,2884.32,cat_d,outer_metro,1,66765.99,online,BR177,10/07/2024,232.31,0,1,0.0
LN-010822,male,59,2987.39,variable,salaried,labouring,outer_metro,116415.08,619.91,no,no,3.0,,0,none_held,676,2987.39,cat_d,inner_metro,1,,online,BR127,17/07/2023,259.72,1,4,0.0
LN-010823,male,62,,variable,salaried,,outer_metro,126087.21,629.94,yes,no,2.0,768.37,0,current,95,,cat_b,regional,1,229221.77,branch_walkin,BR021,28/06/2023,,1,1,88261.05
LN-010824,female,19,,variable,public_sector,administration,regional,353246.94,965.48,no,yes,2.0,802.97,0,dormant,2,,cat_c,inner_metro,1,504012.04,online,BR016,09/03/2023,,0,4,282597.55
LN-010825,female,18,2690.52,variable,salaried,finance,outer_metro,222199.99,576.38,no,no,2.0,,0,current,304,2690.52,cat_c,regional,1,350559.25,online,BR064,25/05/2024,216.38,1,9,166649.99
LN-010826,male,43,,variable,salaried,management,outer_metro,93201.08,595.11,no,yes,3.0,701.96,0,current,636,4992.61,cat_a,inner_metro,1,160520.98,referral,BR149,05/07/2023,,1,2,65240.76
LN-010828,male,36,2883.91,variable,salaried,finance,regional,130910.5,336.3,yes,no,2.0,752.58,0,dormant,475,2883.91,cat_b,inner_metro,1,171994.42,branch_walkin,BR016,02/08/2024,243.53,0,19,98182.87
LN-010829,female,19,3903.36,variable,salaried,,outer_metro,67456.95,378.76,no,no,1.0,793.47,0,none_held,165,3903.36,cat_c,regional,0,75016.22,broker,BR148,20/10/2024,333.27,0,3,0.0
LN-010831,female,29,,variable,salaried,transport,outer_metro,48107.63,427.3,yes,yes,1.0,748.88,0,current,729,,cat_a,outer_metro,1,,branch_walkin,BR198,22/06/2023,,1,2,31269.96
LN-010832,female,18,,variable,public_sector,healthcare,regional,189359.1,579.3,yes,no,,756.27,0,dormant,784,,cat_b,outer_metro,1,212225.22,online,BR020,22/07/2023,,1,4,132551.37
LN-010833,male,63,5037.02,,salaried,labouring,outer_metro,111346.88,453.3,yes,yes,3.0,753.11,0,none_held,303,,cat_d,inner_metro,1,146616.33,online,BR102,24/12/2023,398.59,0,2,77942.82
LN-010836,male,18,6136.5,variable,commercial_partner,finance,outer_metro,109390.89,457.19,no,no,2.0,,0,dormant,648,,cat_c,outer_metro,1,193148.72,branch_walkin,BR073,27/04/2023,495.14,0,0,82043.17
LN-010839,male,26,3374.15,variable,salaried,security,outer_metro,60596.55,646.49,yes,yes,3.0,589.44,0,dormant,812,3374.15,cat_c,outer_metro,1,75126.07,referral,BR041,27/12/2024,277.05,1,8,0.0
LN-010840,female,47,2816.47,variable,salaried,finance,regional,56420.96,585.53,no,no,2.0,752.7,0,current,840,,cat_a,regional,1,103007.27,online,BR092,24/07/2023,237.21,1,1,45136.78
LN-010841,female,33,,variable,commercial_partner,,outer_metro,131908.95,721.35,yes,yes,2.0,850.77,0,current,533,,cat_a,regional,1,197486.71,broker,BR026,10/04/2024,,0,14,98931.71
LN-010842,male,63,1561.8,steady,retiree,,outer_metro,116938.15,505.94,no,yes,2.0,,0,current,90,1561.8,cat_d,outer_metro,1,169097.37,branch_walkin,BR155,09/01/2023,136.22,0,7,81856.71
LN-010843,male,18,,,salaried,transport,outer_metro,118474.19,526.81,yes,no,3.0,667.92,0,none_held,707,,cat_c,outer_metro,1,217295.4,referral,BR095,16/07/2023,,1,1,82931.93
LN-010844,male,23,4143.24,variable,commercial_partner,management,outer_metro,223199.88,998.71,yes,yes,3.0,776.18,0,current,485,4143.24,cat_b,inner_metro,1,285545.37,branch_walkin,BR140,30/07/2024,337.41,0,1,0.0
LN-010845,female,45,2026.21,variable,salaried,administration,outer_metro,81301.95,452.63,no,yes,4.0,708.94,0,current,717,2026.21,cat_c,regional,1,122111.48,online,BR103,27/12/2024,168.35,1,1,56911.37
LN-010848,female,64,1984.95,variable,salaried,labouring,outer_metro,23198.83,209.27,no,yes,2.0,679.58,0,dormant,941,,cat_a,regional,1,25801.39,outbound_call,BR084,30/12/2023,160.57,1,4,16239.18
LN-010850,female,45,3339.41,variable,salaried,labouring,outer_metro,25112.74,311.16,no,yes,2.0,690.94,0,current,922,3339.41,cat_b,outer_metro,1,29248.83,branch_walkin,BR021,09/01/2023,287.51,1,1,16323.28
LN-010851,female,18,5385.65,variable,salaried,administration,outer_metro,115389.13,591.88,yes,no,3.0,751.21,0,dormant,388,5385.65,cat_c,regional,1,170992.11,branch_walkin,BR117,14/12/2024,455.37,1,9,80772.39
LN-010852,female,35,3843.33,variable,salaried,labouring,regional,178023.78,843.37,no,yes,2.0,667.97,0,none_held,318,3843.33,cat_d,outer_metro,1,313535.86,online,BR143,04/09/2023,,0,2,115715.45
LN-010853,female,23,,variable,salaried,labouring,outer_metro,306682.91,770.61,no,no,2.0,756.84,0,current,260,3125.71,cat_b,outer_metro,1,560470.11,broker,BR117,23/03/2024,252.22,1,0,230012.19
LN-010854,female,46,4883.48,variable,commercial_partner,labouring,outer_metro,187661.2,561.86,yes,yes,3.0,735.07,1,none_held,927,4883.48,cat_d,regional,1,298528.08,online,BR115,05/12/2024,430.96,1,4,121979.78
LN-010855,male,46,6005.32,variable,salaried,technical,outer_metro,269756.76,1108.28,yes,yes,2.0,806.0,1,current,555,6005.32,cat_b,inner_metro,0,475910.82,online,BR017,28/03/2023,525.92,0,3,0.0
